User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
129992006,2021-10-07 01:41:00,Pool,Pool Distribution,ETH,1.4E-7,""
129992006,2021-10-07 03:07:38,Spot,Savings Interest,BNB,0.00000623,""
129992006,2021-10-07 08:53:47,Spot,ETH 2.0 Staking Rewards,BETH,0.00008245,""
129992006,2021-10-13 02:23:10,Spot,POS savings interest,BNB,0.00007164,""
129992006,2021-11-18 09:14:09,Spot,Super BNB Mining,QI,0.05112309,""
129992006,2021-11-18 09:14:09,Spot,Super BNB Mining,QI,1,""
129992006,2021-11-18 09:14:09,Spot,POS savings interest,QI,10,""
129992006,2021-11-03 02:44:47,Spot,Launchpool Interest,DAR,0.23038263,""
129992006,2021-11-30 14:16:42,Spot,Withdraw,XMR,-0.64010000,Withdraw fee is included
129992006,2021-11-08 11:15:34,Spot,Deposit,BNB,0.02348680,""
129992006,2021-11-08 23:15:50,Spot,Commission Rebate,USDT,0.00230400,""